"l","m","n","a","omega1"
3,3,0,0.55,"0.2994451326965282234118229570267995508817465162435561273274486328637 + 0.0059647542946847565596014034593271223144291890558849088137501795683i"
3,3,0,0.6,"0.3145947346505689943787884935782552879216539384589641272790836088274 + 0.0029560421809261394400715682212778431647495912575153515185249027735i"
3,3,0,0.65,"0.3265926206006772801606657910233549837500877790826892601648449210115 - 0.0020363685247760845094743216921367517733007031885323875989568064247i"
3,3,0,0.7,"0.3318277272246354604438997301570252043455969587444595793607931553489 - 0.0103452426278300171721364529592717966246920940377875447442726920468i"
3,3,0,0.75,"0.3228623157419995918110975158402858810236144513790089954933018744396 - 0.0244859107840374588320377987593869014831185812871297986655487383661i"
3,3,0,0.8,"0.2829956110095679300282233565750867482275679848516543312680851496602 - 0.0496748265634514623791868109772484742814823439875435028879750641952i"
3,3,0,0.85,"0.1693971100090422624841481178077872624416436593877676236180916096609 - 0.0983415551259564990119382505067646766164422590965443059538167473642i"
3,3,0,0.9,"-0.154917402114267815001571027433713407075463362404980892725759575693 - 0.207616438976180152264147839572287011911811648200960243570831240136i"
3,3,0,0.91,"-0.279128617834605477596643292314397742447040479466958929637131872485 - 0.245611127067940913210256792521399705579139076513541838139155442339i"
3,3,0,0.92,"-0.441038322648738309535139823119385347426485481327946868318552279921 - 0.293536704491994903844238213302455501872902985248241818532118459538i"
3,3,0,0.93,"-0.656753457709650866497754803965132697959013302533199296424043748049 - 0.355426660542740752764759304154545253610690013317855360012331332068i"
3,3,0,0.94,"-0.95249424759719180396543253520222890476050632463750025090723293222 - 0.4378003456808672787737945481819081289732054913450907586642781835i"
3,3,0,0.95,"-1.37390016715596515242555358446630398336169063290574255192933499514 - 0.55194090230642773897108410517605788104465442210663525150509478203i"
3,3,0,0.96,"-2.00800935594273573739026434989908131943501180166007186517141732924 - 0.71928432437119496392023686011879791334012436764658189275171084595i"
3,3,0,0.97,"-3.0444123185033515808514853926872465182264537487269036145005030449 - 0.98646780445562887806493752314653991959235444470000829562312565725i"
3,3,0,0.98,"-4.9951037761396576082500725704408998657350975805997687876699114147 - 1.4797734843584723861742063014828014745393730140830102945163668279i"
3,3,0,0.99,"-9.982195353802405762341111933512907988629648614614446167049920954 - 2.727460606697867758494034800634436379682914956698384999797377631i"
4,-4,0,0.05,"0.16440787764481505936968874908100439158224632407347188529295900475725 + 0.00779400697799650646983809815716832521204963775663869599512987658299i"
4,-4,0,0.1,"0.15123659372429595363269596436217226391696693288734937964020714317925 + 0.00751072374069809074779847243688337185303472071605734652124177421804i"
4,-4,0,0.15,"0.13878261197314152541857049262810877110721983232765585372823526592427 + 0.00724848563123123515958265214062839915917482725266576168300920507554i"
4,-4,0,0.2,"0.12700334651943284034745121587693523623022023217673757752398987618163 + 0.00700838782696444607876747024096458565279869200601539296966845270608i"
4,-4,0,0.25,"0.11585854736337755436064356477725887744262167781907893617704677521151 + 0.00679041986490133435099070145341948210341303510572714241812867316216i"
4,-4,0,0.3,"0.10531041754208013336610599286165845140273633359219609936711949828685 + 0.00659375996929320433400901809809055432945844985996862208753461392362i"
4,-4,0,0.35,"0.09532355697675204812041159086054438248348899321518201938662953517077 + 0.0064169801365991938724966891386449005975067731955778355037577676i"
4,-4,0,0.4,"0.08586477114142160986735388891628533527641842469146399248288128918182 + 0.00625818189906194697611836525856733414638256075389092912683437319683i"
4,-4,0,0.45,"0.07690275190153253046589462750228630706514663016667953168859363457812 + 0.00611507274812261598099645172957893340830598733165595796975925928266i"
4,-4,0,0.5,"0.06840760592085284716145433405331656439057948891805259165369746251542 + 0.00598498336467410424866596296776569882060260323019601437730219256593i"
4,-4,0,0.55,"0.06035016273068768843552664972647957672156311959324728391606611750337 + 0.00586481329875677484908184235147682267975638292546166373857468539431i"
4,-4,0,0.6,"0.0527009220206738510832335743270040345786721011801619146691108234108 + 0.00575087273527694050717400511250381923826153414190839783527287295745i"
4,-4,0,0.65,"0.04542835985252526554389422956888616076335978096720709180996204370706 + 0.0056385501251164051993104592129992528970753491725796287486111146324i"
4,-4,0,0.7,"0.03849601430882534142913107690341553822002700462784765748622745998167 + 0.00552165435071276256422551608291442914278614293632097159110691935019i"
4,-4,0,0.75,"0.03185706407146357562046739946819435331556033905736025132679447209282 + 0.00539108549418282728192107937260889264496141313600224907225806087028i"
4,-4,0,0.8,"0.02544323447529697308295746665708334655477537418852940526448032496319 + 0.00523195775706726938788505428718641480367515410297731584043974321923i"
4,-4,0,0.85,"0.01913902401101660105667675436275225157005906035225453370650512109666 + 0.00501658982180327130223545309003394697569275852315926897568900306533i"
4,-4,0,0.9,"0.01270931797960379588329214376483309552334513453952120495814966281054 + 0.00468375516999111558036699117435111560305082870778861577425994188909i"
4,-4,0,0.91,"0.01136731433254515835434150375093183024924342173641378710404863148768 + 0.00459176852913596790225866243402935901525704879587058619217750892892i"
4,-4,0,0.92,"0.0099905209845768685584670770155551108256757704412897227886180214323 + 0.0044866523518334233249063246665408635289884349556282270541978997515i"
4,-4,0,0.93,"0.0085675168024962514321624108905397963426481494132865635695611324056 + 0.0043649817932500097503226100970651542173322868812405909527170407345i"
4,-4,0,0.94,"0.0070825400929307292820153643680081813015351861883706143228456558606 + 0.0042219138087768478201219459662255414883383232454762647727018807505i"
4,-4,0,0.95,"0.00551284684673102820848602139280835257864375532656124422286163281502 + 0.00405026648473015318203827300858127322503862123896649190808272979239i"
4,-4,0,0.96,"0.00382355704056773819329669144596715158009659315769260401136406765526 + 0.0038386788533946634010356402858174142310993651522422748337630508349i"
4,-4,0,0.97,"0.00195622230591955478010152499386639150915317068050559605802495288035 + 0.00356742029689258839319186991579364269064283978054341276190518344881i"
4,-4,0,0.98,"-0.00020208150607285823363539460468431227614266446565964973536346230436 + 0.00319673193578858804010220835082139480827009783512496230615064072667i"
4,-4,0,0.99,"-0.002938633421174712292072353738711873723648526902905413483296397383 + 0.0026201264001640296458798999858689314752281659834665872047460979927i"
4,-3,0,0.05,"0.16791554441096348702071365104136867487403187695546626014697507625607 + 0.00788346240107450863960480637479568914881315753321523921322092686047i"
4,-3,0,0.1,"0.1580957248245794840713492080871901826548743152965794190960139082838 + 0.00771309898107859828608831980996232205208402149136552235798940949752i"
4,-3,0,0.15,"0.14882844599412661829025876648647961615735776506537133848728009137412 + 0.00758661767086745585550111101913732103602580404530360190925714801585i"
4,-3,0,0.2,"0.14006393559663084449789210539265341711657600275475615420487793302917 + 0.00750480091104295774201648540790269553152808927031025140052366144181i"
4,-3,0,0.25,"0.13175510885813021667774753282210825365710834810116876112818121161913 + 0.00746744689253016341484474665316743761212388562824280394045110228643i"
4,-3,0,0.3,"0.12385684582957815306416702826321363864359554056115427421415960790614 + 0.00747348951348474337845460842945400127435899563998033711069795144949i"
4,-3,0,0.35,"0.11632518215638812205464239554176103122542756037806987902062126950273 + 0.00752103151357944823083298117751677970468921763667734218571055751677i"
4,-3,0,0.4,"0.10911637012644286836270089162454693135146169993005146147934227005952 + 0.00760729494449451622973421161242792908646550404105530116410754036867i"
4,-3,0,0.45,"0.10218573407931800316207533333778238148065419545120524527648368460671 + 0.00772848141685508794595132146324569942703193567827738324684501044687i"
4,-3,0,0.5,"0.09548619312272603859645913256346054320764467835712691618368726395082 + 0.00787951957850674788993364993622377647351285052172636277194783991914i"
4,-3,0,0.55,"0.08896623540994362712986375804861844877327382705228265534755289416089 + 0.00805365404533959518764474133130993766775005949376256654013885211207i"
4,-3,0,0.6,"0.08256696279629097181504929724694456070008218511036964586021273111798 + 0.00824178866720525338261674889915961346363156609293358114867280911144i"
4,-3,0,0.65,"0.07621749474507957163170154954879020391079945589455330957493744577949 + 0.00843141554275426634691132154130268683964706840230494001221042582312i"
4,-3,0,0.7,"0.06982731127889605194053799446627188302984558711718517972603188895962 + 0.00860478517240767537969064914844894724882135861403828075419668468434i"
4,-3,0,0.75,"0.06327244484811759367731549446210000747351252746149850821246788689212 + 0.00873555264400357527886134618042166881660446824554868712971758291593i"
4,-3,0,0.8,"0.05636800300518064847109081764174496639993634751838731507032649923936 + 0.00878199739788182139992567131625178846480833902180666159232789878856i"
4,-3,0,0.85,"0.04880569199343935962360107390946657366741713962319136972756173237277 + 0.00867127707028765405344968083115488823852589624039868064990794330899i"
4,-3,0,0.9,"0.0399801506663690572882808370760127625513814025903661096134892464133 + 0.0082542747484427583195447020891338804937979709950757854564001614445i"
4,-3,0,0.91,"0.0379606691944538975061593760198064189605592450926990123418721710391 + 0.0081079620246548494987620868610277243688992678297308996087489182375i"
4,-3,0,0.92,"0.0358165807794080321225651994265077730993111910991975432047890916457 + 0.0079302617325209925265356459033488406321435187018773685696198183608i"
4,-3,0,0.93,"0.0335197554663397239323256431382751488187394961029338750315931243124 + 0.0077136460590118583256773933101084421864268085300885651786708474464i"
4,-3,0,0.94,"0.031031334525178154783989975699928692740370723990190983798626384222 + 0.0074475560764204575175410032473159641696871946426037856112277352245i"
4,-3,0,0.95,"0.0282950429917489433134791474470634229907530458722438406089820414125 + 0.0071164377967922553515622680361908038372255374994446679829753496941i"
4,-3,0,0.96,"0.0252239951343594353158850500770825168563454502997881931059489507058 + 0.0066958137938603901973333464795804552772805390851578756780784386974i"
4,-3,0,0.97,"0.0216710648188572200816240560702292391368695418741241137109087167406 + 0.006143332851440492502744552192803665272859267363546505180891446437i"
4,-3,0,0.98,"0.0173477377964277438989392295149230552866610491252926107031058388357 + 0.0053738744328300940785903521037498109695333377042842954185192155175i"
4,-3,0,0.99,"0.011505187862343851581457243122731205518855635516507946417656442915 + 0.004160008196712684447708791374450364819662134884899286782245433863i"
4,-2,0,0.05,"0.17144723841774064828549388044337145984574008785682463291747279249867 + 0.0079694417480327164270229342850234412037844261739358549039436245519i"
4,-2,0,0.1,"0.16506236237199201532818038344686159520745079117793159277208464991226 + 0.00790193952766768512429835105793146056945050409937711110594239974785i"
4,-2,0,0.15,"0.15913861263366781873080358786517534157042822675006419705812747117843 + 0.0078956336842922890706177598052475616891375621431991798344329584786i"
4,-2,0,0.2,"0.15362944214589787336214547496864861472192437219109339098934894338133 + 0.00795270320875651166724991188598131037602137326414295990768094823811i"
4,-2,0,0.25,"0.14848854889343870711085290343673747798930052770971573344894018204231 + 0.00807509982098643006194276415297880679344959730562503498359195206489i"
4,-2,0,0.3,"0.14366871163290389655913948655721006633651504344671171653579340884463 + 0.00826449092629773960199169515265525796178716001548730796343170804917i"
4,-2,0,0.35,"0.13912037396307423772416555055983221336169052742761677843286528635018 + 0.00852211777762184180131451964250906273911149522857559667586188524834i"
4,-2,0,0.4,"0.13478986011802870630514869972668477228438773862471782362027855823537 + 0.00884854152125351994243464485893632000245104256456886686707752642045i"
4,-2,0,0.45,"0.13061704041250528378700987778426266675764808089708072365702905093926 + 0.00924322834877256064080246806105861485948362774575177716766030757669i"
4,-2,0,0.5,"0.12653215649873833216449489031800410739555559071469157874391607569227 + 0.00970389062613390490473911064989255387376515041019573868090723171365i"
4,-2,0,0.55,"0.12245132853470101471920948511740208419880974977432007869208971877412 + 0.01022544178486097304772534985345607583474911144321364336652373017092i"
4,-2,0,0.6,"0.11826991913319365619570486659452471117621690756097773357791021574594 + 0.01079831471126070306756836560199773987322082426835370894650127230159i"
4,-2,0,0.65,"0.11385224607776896156406464159060946795939906220976377966839459628533 + 0.01140568268020866581949474248087699164160991099649335339541269966903i"
4,-2,0,0.7,"0.10901468759298740138390913440793271691547803935533453890939971010811 + 0.01201867865783842222967896542384608689815549629665248492968827658845i"
4,-2,0,0.75,"0.1034958507765253793424206072105364521328782560123441921411602516292 + 0.01258768325322561272869145837259986872146031423291661623658089061969i"
4,-2,0,0.8,"0.09689860446102627427414305383072035487402606627481307262245451117225 + 0.01302506458104120631308377095715129238371458174800509582763488317029i"
4,-2,0,0.85,"0.08856127146652841804352367219705215116600781350321489857843083845506 + 0.01316640951024444808242568431045624010958528744276107073701251250986i"
4,-2,0,0.9,"0.0772063476520578962892067331147478489161331534738866574502605142333 + 0.0126639929425489957851059251004367586889229584908258747490752761047i"
4,-2,0,0.91,"0.0743602127548005257601156564564858435079246535879005968008960237819 + 0.0124252605934660643101534474856984333852054492504729167855010996675i"
4,-2,0,0.92,"0.0712409625766716410488982669294550580989955260394823533686386823995 + 0.0121164475244441819901168178482552835189306659978705347795346745586i"
4,-2,0,0.93,"0.0677915860193284369111380427151725550814217106547303361956608118894 + 0.0117204474878254539424356786263848601392595782253245268787182968467i"
4,-2,0,0.94,"0.0639336668221799158359145610860954828818701705907237332621777325422 + 0.0112135003737809802667359765144590119497451690532634739082260326202i"
4,-2,0,0.95,"0.0595540608186776383137401599385255873355539316143425437338653981626 + 0.0105609811647285035438608603229061401437888052589650163132990824492i"
4,-2,0,0.96,"0.0544785839174885366226809709225569705570024549943661945944565820266 + 0.009709028829406904608191779198866906473523903692353537645594210915i"
4,-2,0,0.97,"0.0484128555536374786440179450976230270141178763910361423810922152799 + 0.0085655917960410225374018950973705735154809327732052114444661020348i"
4,-2,0,0.98,"0.0407800741214976806692374758933398585157613430544096886464248621461 + 0.0069480448371062893190666741142453290821903754675355620188775237577i"
4,-2,0,0.99,"0.030082670827889432299453818066466723907856123768301686233806103969 + 0.004375260175116521367055156355791101264127770247162837317045026885i"
4,-1,0,0.05,"0.17500197893233386296995725940132654337258099688351579077835210345635 + 0.0080519053874987667502153376259551053413256484046323870528520257511i"
4,-1,0,0.1,"0.17213001806263006928012462744189026690325005357579875075362016662879 + 0.00807665522722757373821021252364186603298945646872960684206010794291i"
4,-1,0,0.15,"0.16969541502682002515019895549910138168112762248581132730524282283179 + 0.00817272363225283576432701288534269233129553495260706448506523006816i"
4,-1,0,0.2,"0.16766714017977413748894481600852722587462360522237130269616866596482 + 0.00834371532882221719488207140570516347180914821729030538148841670429i"
4,-1,0,0.25,"0.16601179478050789873509022754494133709490385135638312666663984966623 + 0.00859405656881566451934859053492890466760627873715171413746037195237i"
4,-1,0,0.3,"0.16469215844613606261696201079423570456984389002280841685007539239096 + 0.00892893059010584236527386498557687846528656096556253791165704090837i"
4,-1,0,0.35,"0.16366519686139742266943568139689334015070182156078198935043438087746 + 0.00935414652206487978278778858330382164481138320143668587899199646374i"
4,-1,0,0.4,"0.16287929329758526386742173533361172196215154620291591095877166454468 + 0.00987588922274915688927894452716027357312505404131743298988833603148i"
4,-1,0,0.45,"0.16227032784276280739600285995548189624903803353160335050459019054081 + 0.01050025823575885563247590592585387029531596213596700552195148222023i"
4,-1,0,0.5,"0.16175599551427011592636898136231052178582573815128010827939310302201 + 0.01123243314269481308639705802252284653517019962009506745300559979431i"
4,-1,0,0.55,"0.16122734819273037981549816727707417947586274693617959200470832037433 + 0.0120751700727443190211323172958603838629953177816710508548976758714i"
4,-1,0,0.6,"0.1605358003002874688833978038640642327221391841285256137917614604661 + 0.013026076580663900517620184225392224680765622149417111599322110317i"
4,-1,0,0.65,"0.1594723904686809170297144508806355516904240055006392670433425211201 + 0.0140725871052960532281723705721596066403234785434431533091116973717i"
4,-1,0,0.7,"0.1577330709878685758665469377942455444989079103971088516968061811638 + 0.0151824246910684881397072110089982073857345180325985842958142148135i"
4,-1,0,0.75,"0.1548568965942912956693241078342311207122975204770103816558175915386 + 0.0162846732525638348637201147589565915558331771650334134165892438295i"
4,-1,0,0.8,"0.1501062138954310250691160132735039984353706883720526167524463939449 + 0.0172296506697036613631733442909053064796393311567010009840121104722i"
4,-1,0,0.85,"0.1422039377205385090083366485299877001928068906089494461225901924857 + 0.0176947237005036095422028350696290712990191327123346248044900355318i"
4,-1,0,0.9,"0.1286328046711477337693642337628219044466745855638393928040452020128 + 0.0169222453941650609565805446780142017319889869393852626975200346423i"
4,-1,0,0.91,"0.12481744915678133002041070675755747228282536130827630043371545438 + 0.016479452929715041324518558027107572880058375127384241843362549313i"
4,-1,0,0.92,"0.1204751058440194443673365448463674957003577430331245200379513315976 + 0.0158844917849695068879745298952522380458588513515025290240582533929i"
4,-1,0,0.93,"0.1154945422784739070764246260224653555309263264660256529751364132119 + 0.015097281172880643692581263656483436284207200290498377291353663424i"
4,-1,0,0.94,"0.1097235685613435058841678170944548173419113296077874232876841263404 + 0.0140623320621495931597840244832264642189242148258947870876998387724i"
4,-1,0,0.95,"0.102943882218880117466066395708807192651442345067473215606923063256 + 0.0126993105335867190012235321918360473859664339915239820816088893469i"
4,-1,0,0.96,"0.0948215348258454357467803673077659032200969958798977583901602926597 + 0.0108844937631235861693943063829210615001305946633581799492830086724i"
4,-1,0,0.97,"0.0847958795026864744622150362240957062737065767771994302507657346532 + 0.0084092603869551565830383433890849566353489303314666962357298990082i"
4,-1,0,0.98,"0.071775860391320127247789855259007625885283552589653835911785373033 + 0.004866683769705945158813236072563460829573853613385523815399563794i"
4,-1,0,0.99,"0.052948286271057982152656773538751043561565977651537296907529158583 - 0.000793297052053322427982287909995170767301512650631728319156634706i"
4,0,0,0.05,"0.17857871269496858236826281661355037614818265134605536429438249813924 + 0.00813082741341005625452008089841204815676043454370668851276943345544i"
4,0,0,0.1,"0.17929113148953217121944962681513230876207586206524840890348542997652 + 0.00823683628568938406682867546237441102151712278112241660209943536346i"
4,0,0,0.15,"0.18047613355511075882111320419388534160310153783801949977568102647034 + 0.00841580252260552704474932227640616232308909155062482483592296106039i"
4,0,0,0.2,"0.18212960091309150747821159400156200731267685499514703019749274982674 + 0.00867117889771979022706528260568359063096322242803716428349127727587i"
4,0,0,0.25,"0.18424453304846472409767224669275529548143621165875282372799644077713 + 0.00900784038613248498664620605043842049405206123069158374960558992187i"
4,0,0,0.3,"0.18680958967200436860562114392703253094321923330760640239879293091797 + 0.00943209754740823448377668524781380164563964768808921123153804607584i"
4,0,0,0.35,"0.1898068468834850127706612875494815283557114018812765218665504605323 + 0.0099516617810036127545780874818979991872568394001653566660364606975i"
4,0,0,0.4,"0.1932083778601676418663579331915371124813956249035582464650064976704 + 0.0105754961132483956399250841988249470845652233612990422592849762022i"
4,0,0,0.45,"0.1969710147449672838716533211284010940853467840909821941214891350052 + 0.0113134252236295637529102525880187455275075920199912038851338014251i"
4,0,0,0.5,"0.2010282066357335526370852848352188903731135830306730902299701415853 + 0.0121752608602030205499471103719882250631189785968997670113287143676i"
4,0,0,0.55,"0.2052770891791450703844281866910377793921377499769615720486085663462 + 0.0131689611821237201585660560993886925443359190297589469752870551396i"
4,0,0,0.6,"0.2095573675534830183784150387158459235776439269990632898260448776081 + 0.0142968439245652315845832209312486119890828392155727703943886740068i"
4,0,0,0.65,"0.2136155919586874679822634477045674452920994912839269367286902085464 + 0.0155477767777339824145129742560897901012407234603971563040719429576i"
4,0,0,0.7,"0.2170419652447470866566585899928924431807183299848533572581179218293 + 0.0168807117456822807044766886079096109304411009355083115323507105608i"
4,0,0,0.75,"0.2191519321171492444301123156374212309824328521891572425566535495857 + 0.0181885070720362140814710671026277759851235649875669718711066104242i"
4,0,0,0.8,"0.2187464264658944897797575472386517526864367737295635796427582262944 + 0.0192131766156233768044178240397240545605859126446630607575000577201i"
4,0,0,0.85,"0.2135695118573628061882784072896293016275464885662399750719068806928 + 0.0193271392596116038169221430292887064071640920466122339836616902416i"
4,0,0,0.9,"0.198845826744314336781169982355078916065388907627440792229002016763 + 0.01687369964887386552298977482436617455320153265163093291177394209i"
4,0,0,0.91,"0.19392588928824336275925404871239079604720978709144173330795963689 + 0.015745438678371585278969279265754731091087382598913423752468551025i"
4,0,0,0.92,"0.188027078969291592705931517635857996075377112940253268979128814557 + 0.014266459555611001472554670229485237200463934301187896882963636867i"
4,0,0,0.93,"0.180925705398456942415941242300562030087881373817601837967568318462 + 0.012335757398807060292934408894007520823292196663961110770944115878i"
4,0,0,0.94,"0.172316170376500358506692043780822916936783684027853591035785808887 + 0.009812466863745899768640015370221941151427485117777916247190652328i"
4,0,0,0.95,"0.16176182198436623572845497828097873791682449432497188802877860165 + 0.00649211388569359908003732425111226869389512081653116070260612088i"
4,0,0,0.96,"0.148598886766111558712215934356508882046641193267308431699135219525 + 0.002060785386878689750327371693953344485520739712489462216086033753i"
4,0,0,0.97,"0.131722561489657650733158210822731907178342481113714807597052262433 - 0.004005469897104503982070997207460425047134490921657251033487240232i"
4,0,0,0.98,"0.109005777265248348530033640460385446716166193741000490718289707413 - 0.012709920392517304358535743228486651689175610359985564757098637501i"
4,0,0,0.99,"0.07503293147100273700912497141644939852278010703138478368844887633 - 0.02656927646171471814721150487362748580810368880774492953920793325i"
4,1,0,0.05,"0.18217631080746389912249580317489941184627333542872179520729881493309 + 0.00820619692517990435172460482712671748529381795026682221995694144698i"
4,1,0,0.1,"0.1865369745752437168136453963960899549861454610347786134128792189563 + 0.0083822917164001319111348426684398744563832933470089622504042840708i"
4,1,0,0.15,"0.1914523245278383353594581328919617455868289194182881006078203087529 + 0.00862378473492676950616751520789929181046393720314745441497842031539i"
4,1,0,0.2,"0.19695181726796117500024988386550097377740723014596877609207395397185 + 0.00893124243161072753323947851963341992163758016913131590045019384282i"
4,1,0,0.25,"0.20306461280430958644992542138164869717126469121629456381229245530602 + 0.00930592629916243728554665870823517226213042943685022939556390275836i"
4,1,0,0.3,"0.20981856913641300087639188332250998604375367756612416102652334749495 + 0.00974961707915984816856985547153775074405931846125203097664073982535i"
4,1,0,0.35,"0.21723836026835042087585951430922741910579582845687558194147711525636 + 0.01026427740693169919990933273130514088853786353769715980250957095843i"
4,1,0,0.4,"0.2253421813573341035750991123781896793253622003434827588821686285547 + 0.0108514127540006828605592950223100558134396256824680696086741270016i"
4,1,0,0.45,"0.2341361051741931520320987681160617575372265239672623190088732177989 + 0.0115108666124527621132684738432944661904243605416028179155449229218i"
4,1,0,0.5,"0.243604420296280611989465084494866248505282576355724986460062023497 + 0.0122385394624083838129516709630773382902968351814405801167166977704i"
4,1,0,0.55,"0.2536928789101224618449330653060047826556901094772340087803120445564 + 0.0130220113717476604768502416177209374018317986923159261033434715929i"
4,1,0,0.6,"0.2642789767415664314897445213798201975674369626368539033246101529434 + 0.013831943490681328757228967218053711202004602649985123749498132309i"
4,1,0,0.65,"0.2751174681613101645125272378030647834592263960543083305272115172731 + 0.0146046019853483365319346255570190516972976563173953721470531349105i"
4,1,0,0.7,"0.2857359944420537504738039655952447758148890811381383490089031374584 + 0.0152046344414899191297919243126894901669138289078576892826646820252i"
4,1,0,0.75,"0.295223196941785954129770055411912985871668807191462538988609102959 + 0.0153406228268930577949752412839715287699084193227416687085057432234i"
4,1,0,0.8,"0.3017637463154809885928777673728666780549082824336944373656124935098 + 0.0143564377651453294332746890780190793549306573305127044687701782623i"
4,1,0,0.85,"0.3015009680402810016219077536115532452709094518293942085588255741199 + 0.0106506869081508575860494604317995391637732975273423107419972185935i"
4,1,0,0.9,"0.285258119066203236357189226714204785458707954058246522489685903648 - 0.00024967534792910568711368783127356898640959273844545262498459551i"
4,1,0,0.91,"0.278373193975116078273823766940845371489432020241331348232428779229 - 0.004239307938314003732657745811680095372116696963165087597439795844i"
4,1,0,0.92,"0.269582346445806118479359922460097592654699941674826041086756121197 - 0.009250235276897328536185201858817558837480029040231314588253466846i"
4,1,0,0.93,"0.258391100715046240164130847527235949985535240101574086324833617935 - 0.015599336763283731111878297933313068836761980519660951574949970464i"
4,1,0,0.94,"0.244119789380342638018097438308831461319168968266495321510857472773 - 0.023736734436725847633551288374415038607533992608374880274400868284i"
4,1,0,0.95,"0.225796006712438007828074161847718606672724908965509508812510236227 - 0.034324973940344278648376009419497083734558906345764476069101186291i"
4,1,0,0.96,"0.201947660734480006647051487765375931775207938257819986956562514911 - 0.048387903078519903356159709692368138142502626852429866176831628138i"
4,1,0,0.97,"0.170148366905089904548237421216964703220496193459391888493393536391 - 0.067625847051501611821089467054775224249729312994300623357003516972i"
4,1,0,0.98,"0.125794616575303188523719410890931612297122127054243564540315877933 - 0.09522220307279387424003698883558139115378221500230042741607537923i"
4,1,0,0.99,"0.05737131857278309435164893316615252724869605300507298321516732156 - 0.13878751078083586964827567732882330837337317364274470738507514084i"
4,2,0,0.05,"0.18579356551541572164448080716536019163905632882924960982913097633661 + 0.00827801936827275309238094969645777894314183115879826549604354953983i"
4,2,0,0.1,"0.19385754945327375143473449600587755096927284503291427699338727252047 + 0.00851309164825720615569834547413914855209853372534149218617358042618i"
4,2,0,0.15,"0.20258904642284957557429924260302257308785017045203295016930293035682 + 0.00879690260030602797039032236146351702922198714706402139927030069031i"
4,2,0,0.2,"0.21204792943858776912641996740677208755042855050695297286959338013421 + 0.00912419960142253158546076866686197684410358348699143196691333169718i"
4,2,0,0.25,"0.22229794148467028922368624727333877529697640655055487366551932909913 + 0.00948783325551862030907624163507703913493456071313042070130432996702i"
4,2,0,0.3,"0.23340620847189677270157638484771429575515856158558382951190165503508 + 0.00987770406473511167265953365197717761836365159665413139301007129841i"
4,2,0,0.35,"0.2454417580704733421814921617525064865468473496132502518355933636347 + 0.0102790975361080440796514262134615428031120599151010518715748149131i"
4,2,0,0.4,"0.258472248297764192890180951125809102834259046630228039791850473412 + 0.0106699942523730954755373090781950479413334596874364199183297437977i"
4,2,0,0.45,"0.2725574275600738349713510288238143473812519807794318095594680202736 + 0.011016605706343230034006236924403870385340932778004637937399774543i"
4,2,0,0.5,"0.2877365143746143638039029743874152033909966708310348360904125944852 + 0.0112657264701842896833673076966278445382397052537866195384754660635i"
4,2,0,0.55,"0.3040039714306356466760634222023971774838140958411012379280793818983 + 0.0113311310832789727086312390608012140850962557722572328982837572249i"
4,2,0,0.6,"0.3212623564062647372055843174329337870674631513132243550297596903493 + 0.0110682714834529493867489350855037065313174447157327127908869141397i"
4,2,0,0.65,"0.3392278337952229634567888157670869344913221839942154171678319515724 + 0.0102245959180386014555088549619288219586565306042929956497980057997i"
4,2,0,0.7,"0.357232138781206854484808157011899553115844748507259123202185419293 + 0.0083352609932712808985890270616225342911325737005676560698647163013i"
4,2,0,0.75,"0.3737804477353657986965955126907702556938194677578153040629141005049 + 0.004484851765541101680799813723730892102383392649704586512859349859i"
4,2,0,0.8,"0.3854737484539140338642840326290508835425029662069430267997413345906 - 0.0033012866039923460633018282702437078285468389864187484159401538745i"
4,2,0,0.85,"0.3840338809159720932783107914182136876024319620635089712437340896626 - 0.019871917004908683493038315500062509382464463327763779060069774032i"
4,2,0,0.9,"0.346403350753883230445301393794832391774938790856231787038954314746 - 0.059779569016838200070258331351921678814287358436003463056735615826i"
4,2,0,0.91,"0.329644987874099459083513913730953641644373486453695329101548970025 - 0.073949966060729910595666010747669955795663515310605474313757206482i"
4,2,0,0.92,"0.307636866105455632413555320557856247697293384987900471207669819197 - 0.091843431080606932043006537596099354953207511320072340238326071149i"
4,2,0,0.93,"0.278724861490748743727545343744701036650142483990625322784178696884 - 0.114846078252870225189766565877563713475150953376520510089769448251i"
4,2,0,0.94,"0.24055717878161579135702287234565473351137964516841609832354972675 - 0.145072795335434933192957832181893002076058387230235129510824162944i"
4,2,0,0.95,"0.189684985685321955443612815919344383410801236610828406617145979978 - 0.185899634101024283432459002248052680675520295573712807805849279041i"
4,2,0,0.96,"0.120854117793747154938374492175893133640509675916686613234870171885 - 0.24303250154362243177740146872726036742515056487221631310827493764i"
4,2,0,0.97,"0.025655332739378939441537896392895231594785966077511310540100181309 - 0.326861829088009647492843576785412507507063391389682506576825040572i"
4,2,0,0.98,"-0.11039847249444782228135411445904846674598522521662785728286023557 - 0.45836067168253791308004217174789288785986702386682246215459044672i"
4,2,0,0.99,"-0.31702193911475116206084697474054418799859184333045730158764667787 - 0.68745290615153459569892959122186925623682851612990859692536188859i"
4,3,0,0.05,"0.18942918687871260477388094672672819950902038812237566111151776426041 + 0.00834631793606352025782639359633197534386749863590165968104369692342i"
4,3,0,0.1,"0.20124147915951004383213776278874926814314491781460556302301776594241 + 0.0086296136130631595381773684111869223798374696699037664295351790836i"
