"l","m","n","a","omega1"
3,3,0,0.1,"-0.00824787086070140902332116788072987783129537203867880236824252005238659 - 0.00531779431209568628847537465348772045636014933314098149460309951846134i"
3,3,0,0.15,"-0.0128758854283232732868999440222106618917823608158658959426097889314208 - 0.0084747390276200201451827200209841511322349636057363481847847553405695i"
3,3,0,0.2,"-0.0178920223282401706263110719487383838976009765683505585550591746171647 - 0.0120313034513559771672233758679529172140944364524470734187916923910936i"
3,3,0,0.25,"-0.0233531756040496835089510981227834080033168400390531652314415517059436 - 0.0160539167308140810457246981211218888564369737863939982965365007451012i"
3,3,0,0.3,"-0.0293384765588648911200727202206724042032769243357422817659505246607743 - 0.0206265688545600557627851368057762628649949356078212342050818401052644i"
3,3,0,0.35,"-0.0359603777032527081874875219864730377263377047295165241864739419410569 - 0.0258571162846846861789138948192757982371202886895904089161576249144949i"
3,3,0,0.4,"-0.043382503287302147783965601682249479463202784236751288097491834619154 - 0.031886654718088373216586637897843102924842783507202057588313504881819i"
3,3,0,0.45,"-0.051849203932427973934256845028409716663727141616008972443749269584966 - 0.038903876757210256564779835719719076904398874685786920127748313751286i"
3,3,0,0.5,"-0.061736092353674531173101250405781763866857629661328516664706416170533 - 0.047167845452953085512541277811029534624284209001946937429426469815059i"
3,3,0,0.55,"-0.073639795984310984903006912212234355432011181994948893351445458090102 - 0.057045617558125781683234962692430175680653659430839639398887793099013i"
3,3,0,0.6,"-0.088544745314820588312135831713436794281901377337921380847386662548676 - 0.069077468237701386170953663657488083230407464277462015173845521571074i"
3,3,0,0.65,"-0.108150663689487608034857252652316538992876077937488271296667070247945 - 0.084096723353246516537616727551363659326479573142394604251583987413153i"
3,3,0,0.7,"-0.13556118806029061973903508581334457680838882533262554142185521734444 - 0.10346622997552546249291311879244498581252403074605058646196975422284i"
3,3,0,0.75,"-0.17686475088736177175812949392380182504417936731907705133772362674036 - 0.12958929022173059655562801124063454578165708173362389589058799063272i"
3,3,0,0.8,"-0.24521533357240981675861915923566566904732761471172299973764933359314 - 0.16715423979073509220563639733165299985424050037121112950955906444043i"
3,3,0,0.85,"-0.3732700125896338024024181129934246554248838731151863093104115141203 - 0.2267220775447620783313804305905194724327545763313816143778263904918i"
3,3,0,0.9,"-0.6623210844962138723801489363635246975670107791759276125133946483886 - 0.3381517923303398092443171861976246343201031012818543244927071982304i"
3,3,0,0.91,"-0.7641176655716673023090109758614879306476357571525152739776784683773 - 0.3735259253956244720589472735188633215279850998377419996591002466748i"
3,3,0,0.92,"-0.8933455962756220111533912888059899814778942467984789683683328590567 - 0.4166867870406757634764690656414001068727065380230402988500138606265i"
3,3,0,0.93,"-1.0613425911093481317542188637861891967290372716120107044602999348575 - 0.4706025934908091751475587122634460971626544767308443789320758452271i"
3,3,0,0.94,"-1.286404626232498645020420496916994366430050638759744643115587272589 - 0.539998336176492224473347336827589364930250326376818573007919320014i"
3,3,0,0.95,"-1.600067653110917846453029974377101938160639522353264633147739993897 - 0.632914816407866177103147187995559123717904659388273813205317651778i"
3,3,0,0.96,"-2.061800357539496494884509131509888315136148246287111601018693364564 - 0.764340702545177355773890484395241627538917659631905804210143064846i"
3,3,0,0.97,"-2.799420675147817653989131953401339061877367740800417900107475014488 - 0.966181658700206502660207180480233826398924801988210914306095468499i"
3,3,0,0.98,"-4.15237722937448881011971781303741969382873046329717418281169867157 - 1.32262291309128919816852470975508642849646249578884053684482224582i"
3,3,0,0.99,"-7.49507402241204365217996636779946917652873221715915297684725372771 - 2.17448861802265555826219589426984298395578840233062402016419308414i"
4,-4,0,0.05,"0.00491401896428399501024067754278537137172803371481247104449355077303986 + 0.00227133160600088863625668700259123315447957194279383227554626917472622i"
4,-4,0,0.1,"0.00948156517404901341070518253044631741289960589129127405507566069264265 + 0.00428183651269677773778676106901869637311722857038824841657790144431547i"
4,-4,0,0.15,"0.0137205041921831740386696927283507668961822794269090614686166068415647 + 0.0060590680401254283782504860052664684993426377441518194150921826668531i"
4,-4,0,0.2,"0.0176441223656882231119736353460922564360313543328288769838403084325262 + 0.007626067525468263951361348602498730766333232114469113211408730848143i"
4,-4,0,0.25,"0.0212619323208192215709120999097710234687859183000209907523092262544221 + 0.0090021416033621815910516262921795192740385219620721121331372290372562i"
4,-4,0,0.3,"0.0245801488331365665774264722336257034270965695503206761498448323079061 + 0.0102034588496204036040140238843572518595749110700959876441772467806319i"
4,-4,0,0.35,"0.0276019018118166956093846141249099297046562355106424323407515729681528 + 0.0112435053925128446603737716750130577492372769853810568909273397898201i"
4,-4,0,0.4,"0.030327215147231851663222114471646032288920776334475072234244222860069 + 0.012133425344197505188857190162526253389737280747133198696926396560011i"
4,-4,0,0.45,"0.032752746273548543927999158525332521231123607988353946762486233449489 + 0.012882260594472890990250727425658078478657025841732646354239349897982i"
4,-4,0,0.5,"0.034871243663281157653002673194487810452924439229824701315485410087211 + 0.013497093607790921189879390066113277504508095503966842460944667373141i"
4,-4,0,0.55,"0.036670627699961621013988742992705108294299371243616875105298556131139 + 0.013983083984126062721634959402437279940228485583463663031395061960366i"
4,-4,0,0.6,"0.038132516529240443789107397568303407092427849500476079835785979663893 + 0.014343370923413242399442761516847179701033375019034079432879051900943i"
4,-4,0,0.65,"0.039229866152886207145834752079524336802477442093739581218635686807108 + 0.014578782070873574464424974221183250916372823987131551266761315101074i"
4,-4,0,0.7,"0.03992309060949326288145906625840593842444850538597200677291096273444 + 0.014687228228147414081815355785732815728136209049706830238536619700195i"
4,-4,0,0.75,"0.04015336609758216797962227418062974822422456848992295266950472232921 + 0.01466253233280812206103102900351440270072350384170044961901783675802i"
4,-4,0,0.8,"0.03983021579472158410493678882326888325450494612505529166601921960723 + 0.01449212460199585649311767266354431168244712038645326705796185639407i"
4,-4,0,0.85,"0.03880598562765515218733103611602652477087132485983418720695865118936 + 0.01415215256703457762202753416673350160038247351401586216416708899774i"
4,-4,0,0.9,"0.03681450265925801686312179803349770800985680405187209162445058804341 + 0.01359553328096857833836077327246082969101808347482051922650118597766i"
4,-4,0,0.91,"0.03625968246595758684513210752322953964253158673184988176342863588566 + 0.01345072827795496554988159713099365803431331963441520290381616706838i"
4,-4,0,0.92,"0.0356387579303590275817138244089673484242990297845790299187919744391 + 0.01329212384730753714569299480637741576240919124452932792826801578394i"
4,-4,0,0.93,"0.03494291027281584222442109752267319198861879594621506967573160346041 + 0.01311802741130016225298001908519260635413716361100631973746416456528i"
4,-4,0,0.94,"0.03416090202477591892777855279599070289277557024944649214962104742818 + 0.01292626856060594151844605909783439583212688384995759466106454954793i"
4,-4,0,0.95,"0.03327797434870800071753589867740306364675633648362593145185364497289 + 0.01271398004186474419901482366180368852090023953282625777706522503974i"
4,-4,0,0.96,"0.03227394694655420492130737010986252997875251014224557196035669898477 + 0.01247721967660967845904052796599440885675821269558664352679843521911i"
4,-4,0,0.97,"0.03111961325268520038708892302450513231420099233239204058416304534041 + 0.01221025151240220450652674022508663128798340969378706324971431073085i"
4,-4,0,0.98,"0.02976883644115025882272642845323053937380897906619957211828085388965 + 0.01190396535131313983995448695069078677614933337356217305097572066571i"
4,-4,0,0.99,"0.0281362434310213853694675701128492473143272268734364315783212774029 + 0.0115414006366664939051084785622006532195894674909394676919692123782i"
4,-3,0,0.05,"0.00367111555643499977571086538268461434247914118212854593367780296179963 + 0.00173758485427185021741162909581440226851849317583007119885677228403601i"
4,-3,0,0.1,"0.00705617531146569510063007968234092505479387822717938903787316290767394 + 0.00334220946689560263021042575484336120381592151919392240276797369942377i"
4,-3,0,0.15,"0.0101728007811121913311579203883263683039453066222276569553059144307202 + 0.0048273254591144785768203006700622340836899572550105844231961697088058i"
4,-3,0,0.2,"0.0130355297363471557837818091787076772779205773556093174927233195940926 + 0.0062042115710322096145587491730401281477933722543570372890292561955437i"
4,-3,0,0.25,"0.0156564020025405499396201224646856684156059447584989668673804563034111 + 0.0074823531522001011579861002995065871496158272641866151616840443011278i"
4,-3,0,0.3,"0.0180453868277846720984623031479024407107661365257508560239078102667307 + 0.0086697284972761726445455121929065673585805594779726593468635976909235i"
4,-3,0,0.35,"0.0202106931775931473841771270397076006933432985590181437310801433009517 + 0.0097730256560287704698885413042373089777197325721663650293874743379908i"
4,-3,0,0.4,"0.022158989919114416083832649719424914702807385147037597437221846027654 + 0.010797806266198853593524776855831632137320754151954828650797240448608i"
4,-3,0,0.45,"0.023895552125487619890999272403365047704287552802073740080477537602485 + 0.011748628106036363044008762968564520431628365425557452551730063861308i"
4,-3,0,0.5,"0.025424340567446387634822169250565673558118302310590905455340442947883 + 0.01262913464137580810279258104344910422410991999922541273371849691474i"
4,-3,0,0.55,"0.026748011815358714288949054323099130036718716844685628001428507383509 + 0.013442117289322733725031227212708388526612330755142480435534324818448i"
4,-3,0,0.6,"0.027867843440444132363402297624099859087036754404038997189797126126324 + 0.014189553954199091537799857489449419956821288209536182755782771948941i"
4,-3,0,0.65,"0.028783537474120422815546701403816706944459069925350378194158043342312 + 0.01487262501063666603235669010955757645739723500799886070645338865045i"
4,-3,0,0.7,"0.029492824426620076761702778784336481465326601452226901345371262180114 + 0.015491704206798285693885281382308564472232068008663587009158479859155i"
4,-3,0,0.75,"0.0299907020399351056971740608021091647140585740165631548224592295844 + 0.01604631426199995791315429461140910970804239187425603512240741465463i"
4,-3,0,0.8,"0.0302679286784493873011560560791105495862518432600405103957550652377 + 0.01653501738002426556217299244251305377117609372140669541117005951276i"
4,-3,0,0.85,"0.03030778695332701602488469462874376541675758887987021618252665541966 + 0.01695515123560204987730776698490487379070271766084616572760909280474i"
4,-3,0,0.9,"0.0300780288549612146396124631119163173412621074163235365426094048758 + 0.01730208805782409317258432417844774359732241379002239907077598622774i"
4,-3,0,0.91,"0.02999462041009765850082302882346958989022415940076283012454295749168 + 0.01736202490933495465315627727838696790215075467598134635026012666243i"
4,-3,0,0.92,"0.02989691873034920622298365442891975288843558598509246469903492398243 + 0.0174185863973222961290272954762750696025433835771195227832475019379i"
4,-3,0,0.93,"0.02978375495524290965564697450168418699424130449786664785323187804929 + 0.0174716277777535834590431912675117420329984615679177649066127812963i"
4,-3,0,0.94,"0.02965361904585804274112179870409288273392360054954304458201011489865 + 0.01752095943221470550627837691248179287186024461952665176762570514586i"
4,-3,0,0.95,"0.0295044963717523619513742962797002518867167353029747377864615819121 + 0.01756632110573394243450350219161714685795419460648465973727934603238i"
4,-3,0,0.96,"0.02933358058832888724698292152500619196686698299729007300672861485579 + 0.01760733320812273318561651238477182416000112306683763534661025881021i"
4,-3,0,0.97,"0.02913671609473036130970989657694540554291069489132763074345381533454 + 0.01764339429625229697108004637592476718239890291453630303307618896418i"
4,-3,0,0.98,"0.0289071400374690032340899655287937462902585532071550450916812436718 + 0.0176734278126105111496034286125366720293288073002442946439485966553i"
4,-3,0,0.99,"0.0286317963230151035124989288284049390662666599451190081251692256879 + 0.0176950565384603641981670683173694258275861566309887342168537100663i"
4,-2,0,0.05,"0.0024188377047424306398278007317337861134113240847024547577645933906016 + 0.00118449776851532715165694044231115568522441847670382226634442586559102i"
4,-2,0,0.1,"0.0045916800656065900631580297369458517741198881642514399194237451587834 + 0.00233009509346127600230750434311494065074584098639607579930957289595038i"
4,-2,0,0.15,"0.0065340494229366424162515600182114702452217219139770158561315845572282 + 0.0034427780129309087694464389752298641834741122272712731213244706549512i"
4,-2,0,0.2,"0.0082606236107300699499283029037268160346962902948644134740374226436405 + 0.0045279883291450198487858357707629429295196309558012469420478499597773i"
4,-2,0,0.25,"0.0097855985436012101354157355166570573656368674589364112843911040195468 + 0.0055908219757005902167418053593037882461278962916256529241231497155178i"
4,-2,0,0.3,"0.0111230708565320103542391697682500747286927922654152430889414977922182 + 0.0066362044793881664561079711396260178384719789628982560666619795016274i"
4,-2,0,0.35,"0.0122874700676139728082319867961796447670905239409303105266390095340079 + 0.0076690589424101500636781733843853277382019104981925864555470392521987i"
4,-2,0,0.4,"0.013294078500529931637149422726192616338199852770285723190834177674761 + 0.008694481552979865320883740769988690974775616118844280204077922056813i"
4,-2,0,0.45,"0.014159693086002864625159805871175481338659101077923460589819308338377 + 0.009717941831134158436285227236698629943716166389246621087228398694171i"
4,-2,0,0.5,"0.01490351077656757739670769187563928130899914287118988634805082901609 + 0.010745530562999783582372740644043764515317791002611823954190567461457i"
4,-2,0,0.55,"0.015548367682929049567205257945256387534214849894362153962874989141204 + 0.011784289913789136693971664767555273840962786957492615812503959489621i"
4,-2,0,0.6,"0.016122549369626031551867799234573952504832444371941057820398304531697 + 0.012842682389072260842243210615760864390881874822649023484942560068092i"
4,-2,0,0.65,"0.01666255469579677305996062511022741650364081507374876812815361882475 + 0.013931298747257009553405773434913137549575135344797144494328920551681i"
4,-2,0,0.7,"0.017217526206388374407222448341802198605989069225763226609978343105091 + 0.015063994118571572334774542765016067195396706855804527114150155319516i"
4,-2,0,0.75,"0.017856775410563196880895859483944995467117882018904756522482265888991 + 0.016259837468805902129364766526039834848554090856306617306118709657056i"
4,-2,0,0.8,"0.018683541827144197956700674310477618225484535659484508670057251233886 + 0.017546731385708567834070190170862631664600225505533107531244756934511i"
4,-2,0,0.85,"0.019862811633980117114430684398475910437136373226033274511520773148755 + 0.018968850088774832255148707957562692177881304414032970924165599900398i"
4,-2,0,0.9,"0.02168668206281358835033788451103498542371545542325246384200995003091 + 0.02060430845673867268986386174758966586222067574388333376290000191708i"
4,-2,0,0.91,"0.02217251557025846884753305776921971891290040501084254363102544437473 + 0.02096871395143078625213107819785150427481220280715169356445778725543i"
4,-2,0,0.92,"0.02271353276900683311133840629558355709414372793070431124298043581168 + 0.02134953593977582092841116864721752156224111978968050188196400064369i"
4,-2,0,0.93,"0.02331900146418462758979184151160571290057586470786063614984782170091 + 0.02174925765934369224106507972848886494840598070898790843574757411073i"
4,-2,0,0.94,"0.02400062520720402356778404436948805726576105539905512474304996826519 + 0.02217100757011583382866836507253416275697599480771795022849505561118i"
4,-2,0,0.95,"0.0247736140769397558013666145742501172685409323635678940111790441795 + 0.02261883470177288761412687781830028980245429123638275510507082217821i"
4,-2,0,0.96,"0.02565850768213111689375487658227812920014650628511151626511502861034 + 0.02309817013729260343504319570839144998738588337622714366770123421927i"
4,-2,0,0.97,"0.02668458621534787654201450760108102860561271407368938373011295852465 + 0.02361667332996182665585555443717161063028791906131518846933463827726i"
4,-2,0,0.98,"0.027897227809754706339102791356851742367325539641308994525925238759 + 0.0241860093744912804941515198633632716448105126142936696731299470946i"
4,-2,0,0.99,"0.029378242252751054519865011483526242247241954008793776410750596703 + 0.024826574931793885437747433814838689258386980613081508846496743912i"
4,-1,0,0.05,"0.00115729223124086950368678026428508863020613053257177581403819418452431 + 0.00061162761444729356298753242895126229371536195924555288431596265967087i"
4,-1,0,0.1,"0.00208852303250801969927446685340244174411652405770385495892567254185833 + 0.00124201158246645018916057130382210256036745502971649751972444798080216i"
4,-1,0,0.15,"0.0028045035962466009453057662031247645055902959274488919955208397266683 + 0.0018938411050109625325738950486512173228493959258510636502705660575385i"
4,-1,0,0.2,"0.0033173609753417291279743005228786203522012170504008755374224066986038 + 0.0025702501246387218803468757915538258310180404146327292370686588722511i"
4,-1,0,0.25,"0.0036409062556600031095621125794239985303715466497467360738906590298797 + 0.0032749829631824318880281992796274601412521629334297232965273932734065i"
4,-1,0,0.3,"0.0037911771862714920522822533385558526813238903585642775889380831640251 + 0.0040126042158564937463351436931313554290271117861274353766982474536132i"
4,-1,0,0.35,"0.0037872061146576248208351871332433886950071801458427843614853293769266 + 0.0047887741624560218029860436931520083766623189604676892153680399076912i"
4,-1,0,0.4,"0.0036520951145614312961654212028777840232845996903773212440723936856247 + 0.005610620152071660449619263018340950059040368215352052773983878948466i"
4,-1,0,0.45,"0.003414527636769322904022437695203053541216330263612933813862308440186 + 0.006487249364700271297937428698742954359294226223094214387927975546032i"
4,-1,0,0.5,"0.003110922611665880743326688184275315950148451154263094034923165396121 + 0.007430472985072786271120417945350114277262319804171937785424245586276i"
4,-1,0,0.55,"0.00278856661848905112474565176325893645818714953434070132373111973733 + 0.008455853544886449824668012754000833993155551271032910029165231739542i"
4,-1,0,0.6,"0.002510290067780061625562699494777364417845536754383295269942476856431 + 0.009584260561877354682966287039928281244743288114915753068942680352515i"
4,-1,0,0.65,"0.002361684864602300154532266769506892477077970397596857520656901707625 + 0.010844254954999307571407135762791966186216389869859691074437886595103i"
4,-1,0,0.7,"0.002462722230604567665718890705995307992060066257671849450800756035535 + 0.012275887858998865216733733117606093116263411788797461921873118700842i"
4,-1,0,0.75,"0.002987487535771889787198658968054505955370014232978197977854703244785 + 0.013937060108503793588004167197614477594670412642857788291761409859379i"
4,-1,0,0.8,"0.00420017993251208980055195916074531742991529505800126715826986552343 + 0.015914898190032697659128995581140613085761659652776233298055443161911i"
4,-1,0,0.85,"0.006527614878476682876997768346919045652318830157585806289417382027389 + 0.018348101721022925755378642596801282112994090478177065930184788055469i"
4,-1,0,0.9,"0.010728600383458747502198667487140320201697456693062574522400545736839 + 0.021477572373421213772242395857005060202857207659149293929656745994637i"
4,-1,0,0.91,"0.011907089123325076800257362663911947239138302090174841198462735873612 + 0.022222192644926118569421390119633777784548939329707659073132592091933i"
4,-1,0,0.92,"0.013236737259307286510758721464756885708651442341206970139810106415419 + 0.023018029266381560160643028919270112392558951986331729419528591879532i"
4,-1,0,0.93,"0.01474146242602896258862113595314704668043393596443846369920332930056 + 0.02387219942310166839061700509085420002984865010367005300363276118718i"
4,-1,0,0.94,"0.01645139614205103708320111820501376946873497895662611470749285468793 + 0.02479355840991232822129338909634256528128137208032702089389880089391i"
4,-1,0,0.95,"0.01840558763565742426232772905893079012289199646532174255852483908822 + 0.02579341983906682895436818341773497990992453693385889625930102965218i"
4,-1,0,0.96,"0.02065659688578564356233930967933306827793358511310763218897946046371 + 0.02688675949895618002285513903991948133914819868283399864917304168486i"
4,-1,0,0.97,"0.02327907261383050605057777932799898431980139889002719835319439478425 + 0.02809442113135665114054433925541147606013733085190584924726402673748i"
4,-1,0,0.98,"0.0263882305975733601961031879954356918243800107555676435986185429686 + 0.0294477573282225013753444369950252971634598743760199091621324734195i"
4,-1,0,0.99,"0.03019091368298979865938723051558309317401446767521747248565676298 + 0.031001056989337608000523270882410233806980314343572966316830961252i"
4,0,0,0.05,"-0.000113393907427957260213814029250675385657682592181591763247279883431199 + 0.000018527647876363649835320852928807567804769496505779588586077548419179i"
4,0,0,0.1,"-0.00045259016529989845262108237071701405333844925434370826274041906580729 + 0.00007440912594562766688946112131030794273953451538797733763147821400053i"
4,0,0,0.15,"-0.00101453728023774405086861655558508383714894808076211974495915806351345 + 0.00016856126155898853005616991002510453763144975190341514469704123345722i"
4,0,0,0.2,"-0.0017938217927414533090585523260448448482613467344011368334892762970752 + 0.0003025853941815911909172626837175124950360573062367691142439611753434i"
4,0,0,0.25,"-0.0027821377888495509166218823142924155453577293901438303410576229323587 + 0.0004788866984847398789916787508671913421728856052030067810885333585899i"
4,0,0,0.3,"-0.003967459200371078756903819500491726542433113571461007897220211527089 + 0.0007008618092185156018033766567581553053046146965187727846941195603673i"
4,0,0,0.35,"-0.0053328118174932756916351504664064603815347171039718800376496421149575 + 0.0009731800464673575645152777531713456025074264809999736719626281180238i"
4,0,0,0.4,"-0.0068544812496112252867740801116921188007872319928808206875105624014745 + 0.0013021990256713317917037730483270641989226454772265152291728553725243i"
4,0,0,0.45,"-0.008499397127678875641786705125748658986561433389568300888519110348298 + 0.0016965804155257101997946570647106795361193352670400265888768119938078i"
4,0,0,0.5,"-0.0102212756836420296101276270603942423196083154287185221459416970841879 + 0.0021682135832808842661914977418283458514560990964295174405292553017838i"
4,0,0,0.55,"-0.011954831549929442956747687428858910235484231984259257116322529208959 + 0.002733628211718641111179563975167225078106707575623863660863086121268i"
4,0,0,0.6,"-0.013606884088599608490674601753266380090448671666095844375500498809368 + 0.003416210577847538626545534053464364240221099945776490404446213526728i"
4,0,0,0.65,"-0.015042271292155953557250393336051509990876233697046397122946372758176 + 0.004249793444444704042725303965278886378736416558103847399197887627366i"
4,0,0,0.7,"-0.016060667389085771861399609277946031658522169377684038472554455411091 + 0.005284705759894207244276808102747356002225904972243509365343262366998i"
4,0,0,0.75,"-0.016356510066921422440823096819713114550933168842982746706217459566654 + 0.006598488372406516695772564572821185599405909900866483775692410281055i"
4,0,0,0.8,"-0.015445098224341866736831440133561443576185920597351896701863664704004 + 0.008316140028226513065720821584032357260048783789295159238920154026696i"
4,0,0,0.85,"-0.012513514412934665338471980429667020763616418735524867036542889147682 + 0.010651870565797429818973471387047497662560329959571723792707880732847i"
4,0,0,0.9,"-0.006076522412086732584142562575412253362980455192563037033015801858527 + 0.014006949042281617844508163209131230664622866978201504326814894126888i"
4,0,0,0.91,"-0.004144042361748797892712488247415487523731106888697895191883939710911 + 0.014861976031771144006021288385989540789777728982730222281227896786843i"
4,0,0,0.92,"-0.00192062207578171981199431880948075406111881412723185204741783503526 + 0.015799388114729491662349781508538458556268542470088821989200184943897i"
4,0,0,0.93,"0.000640741433124441334922875966594868648423415136593800086930205227303 + 0.016832232516500952559582320076397933951292085080288982184716004178631i"
4,0,0,0.94,"0.003598885921594822801788553628003759479972809080841945508595167063933 + 0.017976793146412410615518903050525105026624718850055346512172292684912i"
4,0,0,0.95,"0.00702940577435485220399998956921041005917831059160355073569952844303 + 0.0192538552063923356586913793535390930289734965517662584137198241421i"
4,0,0,0.96,"0.01103290689492568479463409040658932622632725292453414006324968310386 + 0.0206907618040213020520797465413994782442900020848321795959647616755i"
4,0,0,0.97,"0.0157502301836083346358819621649157108028877419337514260274073101159 + 0.0223250719958833427462973355032049071922786695413151697347308814763i"
4,0,0,0.98,"0.0213948459936006940412800510211917861649629880876214977991736312167 + 0.024212025053341396861725296041132550539005463029377493333118517921i"
4,0,0,0.99,"0.028341325677173229471044230218077323531804615954298264768360852208 + 0.026443942167000314271673295823616357549878724526614276899444302673i"
4,1,0,0.05,"-0.00139307168566826762622008182716334711563658564945307512883596724843999 - 0.00059525277055664131940420116830106359060049903599120846883112856798605i"
4,1,0,0.1,"-0.00303063671265102703121803594844121894436343475571337854954211414054134 - 0.00117632549748995589698054083803275750883218575335181137103366734156173i"
4,1,0,0.15,"-0.004920356419381496197671654195727206814038453994417921212810584366424 - 0.0017453424317480549810126603791797202041607510975337318114055821883648i"
4,1,0,0.2,"-0.0070686331958581175910120694016753178698816948417087210630192956824612 - 0.0023044803415611314210408746216527859282021423287215234367776161615534i"
4,1,0,0.25,"-0.0094802045674888571669838659099272451817540092894849180001625771392459 - 0.0028561127548917666796833176595054374811551976162039164034869614963623i"
4,1,0,0.3,"-0.0121574668773025201074070352586162439089897135565532221108896609967621 - 0.0034029951303766292303834193657775396028579916156184419542691776442754i"
4,1,0,0.35,"-0.0150994134016424795641036918540952959096999910907354676495841317113823 - 0.0039485209788170361219363600556110236081201254565128097465832947141745i"
4,1,0,0.4,"-0.0183000014076326768782346196570254915719131744036017825737194505708233 - 0.0044970976571148068562306126742688531503074961386543762206539805208729i"
4,1,0,0.45,"-0.02174564630070709078500380851204767644114541673081091652414793897742 - 0.005054724938772914630371004757972365303730847920213847660170178782839i"
4,1,0,0.5,"-0.025411340997765167289259111790145171847757252706371352310219761682685 - 0.00562992438752332484522594249244163211706206884619254956609244161016i"
4,1,0,0.55,"-0.029254540701317934474464758516864621376481560118999437377393384628164 - 0.006235294714776508625303498706619524744213068645262845927847839383276i"
4,1,0,0.6,"-0.033205282448867356066417633494114770065819622834914586136562383892817 - 0.006890228632051435111868469567760008794842547366267898589237605238476i"
4,1,0,0.65,"-0.037149680884466427881865507517634921752385639111486006639885789419285 - 0.007625888224685908636748870625264990939136258293526721686337518263849i"
4,1,0,0.7,"-0.040901129497670389892153411906335982898263268365284375179606788074637 - 0.008494823292935166339799641783450415856101657358721603382550622355656i"
4,1,0,0.75,"-0.044147051330478775663503163003008186143254356115296397281960140656101 - 0.009590789012511246576259267784508337635009210472325956888127606972144i"
4,1,0,0.8,"-0.046342336836988302397495024228011259433291929543606014516918677259778 - 0.011092829592788096922118410089633468867252539443770789957523866233042i"
4,1,0,0.85,"-0.046470689365644102962986905687659457194001100470049557659890607573829 - 0.013372943068165448939542092425269589327777919801752299675231922113156i"
4,1,0,0.9,"-0.04241177232644047217315850759722458810937213166503239331675222836399 - 0.01729041139647478453410563697618329230424153420191543726743223945493i"
4,1,0,0.91,"-0.04073623520345238746193469010682639998584355264386391328693991004054 - 0.01842318328387449366555342657487768735736710073802238961424254621416i"
4,1,0,0.92,"-0.03863729117245098173908663567171448054024996635568507046132908544024 - 0.01972917611590266783060411925048375226394836368647521491102641808536i"
4,1,0,0.93,"-0.03602420117101368964808396793386891781557726749612486761853240562114 - 0.02124474900910630233662344438011675726981217965886565281518292091416i"
4,1,0,0.94,"-0.03277814376081165400989282496813707533041055931951399642296085562295 - 0.02301509093172831597151888631092397159598809924989968935952154910893i"
4,1,0,0.95,"-0.02873982518512168813076993941633906624206203219548157691836504349153 - 0.02509627541725653423598902623177843590348072267729415489463971534683i"
4,1,0,0.96,"-0.02368957802565628661450880041551127521224840419120772845425253983966 - 0.02755741249252450559256530121103375892418700380643780783033498175521i"
4,1,0,0.97,"-0.01731342361916601744063152617340259285752365100741855038498413746989 - 0.03048241364259326560996800449940986652235913101868352129919526965984i"
4,1,0,0.98,"-0.0091390234284052456938029815767088493977192519723004123485345679848 - 0.0339705104481465044786730562788448346004638393330894605077178456321i"
4,1,0,0.99,"0.001613623722859868477164745693038382332441470140011634908642930055 - 0.038135548359210288243720000680772697030206516332593260537417594902i"
4,2,0,0.05,"-0.00268156792276238988429895014454584082807144680834724160890526037476276 - 0.00123016807710273364624519704558053242008155683006272461685933515402375i"
4,2,0,0.1,"-0.00564421225454707369517007790663798554128875023986387551099222356255621 - 0.00251386515533627760343069774640004562184354213372762746895870790300777i"
4,2,0,0.15,"-0.008908348945989625443025112079725278951989723672388613893790263676943 - 0.0038604434401848329558179657880893331670584103599310260743332473547704i"
4,2,0,0.2,"-0.0124970189870314297010769820535955386123931891929295674271620025475508 - 0.0052813039775015505908781680634563743649541232932539156421823869698802i"
4,2,0,0.25,"-0.016436592866439272121350428969070430199277183216408930776740325927529 - 0.0067906811490804645083659297635269651962374871600780380782422944868736i"
4,2,0,0.3,"-0.0207577029791961392675154865929024205646932396559984163071466921667711 - 0.0084067811400942348170398602769296881088357319705834620569944192465723i"
4,2,0,0.35,"-0.0254965288112001074745443037932778673479034851838638085970098349362018 - 0.0101534787544152692406501145985823907848382710061589401281702958513074i"
4,2,0,0.4,"-0.030696641731844667265789989376764654017652555627540487246801908943774 - 0.012062917920391463775595597168414376816854471585854106996737737699069i"
4,2,0,0.45,"-0.036411766904391598593928880828441434075650299091751334357449212605632 - 0.014179619866735208035109121500122953790830609573784618581907911429271i"
4,2,0,0.5,"-0.042710107625449093359208496770680075949394880454285020170979157324862 - 0.016567197148999719305713712488274142856280524517930915867455054656792i"
4,2,0,0.55,"-0.049681452357094578204761414812836797200269850986753728332172515778563 - 0.019319761643042311754888709102236408891304153244743293047904282324334i"
4,2,0,0.6,"-0.057449494184193432022225016959250618020300038591863101100208540975752 - 0.022582210423202396570561635837797724158157645894371782522868165683629i"
4,2,0,0.65,"-0.066194493462534088885149754351189686281601277771155247617004481263922 - 0.026588312660049080715235202088962626787971667320118867489025304882801i"
4,2,0,0.7,"-0.076197885527194230509761130619891146404496714387346676363055050257978 - 0.031737129094131668646195641003940952588406495314243217480077493387481i"
4,2,0,0.75,"-0.08793729750689048094438127587367363795021511996676809804238170904549 - 0.03875970041291079025387536327519150724493003194801499074070496232972i"
4,2,0,0.8,"-0.10230910879090060233736989282093596442378047752263217883397881819393 - 0.04912447290239146762396847917783980973631834412187783611484374365962i"
