"l","m","n","a","omega1"
2,0,0,0.98,"0.022004681070474079381706878553114683805064678582039261873595562352 + 0.030792183133612603271174439900961096876700522431629829564771756843i"
2,0,0,0.99,"0.02634347502343330895259411613860612097165421423603329841765250308 + 0.03387292946174465027824619082039556724326908446754465363819822196i"
2,1,0,0.05,"-0.0013504293263789111941091793996740208458905424044819385119899707718499 - 0.0011568317056500878062025578841805913866174376491353323307716956622037i"
2,1,0,0.1,"-0.0028400801527696303234513052377329708456349345421745255712822671297817 - 0.0023432601911482171038101822571752223220376774976950875947996575688391i"
2,1,0,0.15,"-0.004474817966279461770601308350345535435740404988869439887859221398165 - 0.003567588975253474655840345912549002536247383312216713779118638870306i"
2,1,0,0.2,"-0.006260940859069086243942655596352874031308604322341266167840439296529 - 0.004839789966670120645751522210428221856345149415564729355066766321199i"
2,1,0,0.25,"-0.008205208918201630402689768295729950612929769650950807674052520684059 - 0.006172193416462441996567712687184205800875293133689499144597271381718i"
2,1,0,0.3,"-0.010314854264828112609980006292649476759525418492855506437366472028767 - 0.00758048632800130752763424894063822029392333240450870746727745946971i"
2,1,0,0.35,"-0.012597560327421938778126284217635772444261688888735972526379079992231 - 0.009085197977991122179617670282623130588011894286254175021031217280996i"
2,1,0,0.4,"-0.015061389597327884847526220271205935717600420766905127558515578932897 - 0.010713973373936919947293066736870340895815176336814175034463353382196i"
2,1,0,0.45,"-0.01771462161710772435855603622372182714613489307805162870174717935689 - 0.01250515852470749446335113521171575401105222611073929495997560152817i"
2,1,0,0.5,"-0.02056542774957072104325202104224458217517434472664780315665219125903 - 0.01451364497471437747019394934029898705108373027411551188752587824062i"
2,1,0,0.55,"-0.02362123277106964260939165442677100789069563363568556484714832384673 - 0.01682076300281825629652409116111130291154092236542752438964695378885i"
2,1,0,0.6,"-0.02688743197679432748328535188267906503219159795160738635544595695998 - 0.01955177835185221209787754140052659836265843977667058988732163935665i"
2,1,0,0.65,"-0.03036465812380659342777268401666319483372770454989337999123188043959 - 0.02290849159410091920750112005850374153702044704758152372185889709019i"
2,1,0,0.7,"-0.034042404508671518976713614150256690086803437199525549639994790657 - 0.02723395141973508090776995192756189979560400111960276549405383603792i"
2,1,0,0.75,"-0.03788218228648664271620429650495154999698164971862708533472895874718 - 0.03315150100292071336307022721959497761217154779829288751096282566132i"
2,1,0,0.8,"-0.0417653050655598283239752984744898795774374695280733249023656592581 - 0.0418956521436528568019254004006793775622686917285101687460969438179i"
